feature,coefficient
use_case_context=unknown,-0.03329028943229956
trigger=\N,-0.21581721400602474
trigger=assignment,0.014746051952474352
trigger=automation,0.15351471308676817
trigger=dm,0.23643093986257976
trigger=introduction,-0.9046725682538953
trigger=manual,-0.01158947177915459
trigger=mention,0.051593116609433956
trigger=scheduled,0.8590858987800425
trigger=task_comment_mention,0.13251441178389792
trigger=unknown,-0.3908196766194484
template_is_custom,0.39081967661944816
template_is_templated,0.0
template=custom,0.39081967661944816
template=unknown,-0.3908196766194484
add_agent_schedule,0.013174521274193598
add_task_to_list,0.016070741122203042
check_calendar_availability,-0.011830353657553278
complete_execution,0.2015716798696846
create_custom_field,-0.021874350466963774
create_document,-0.054999519185452976
create_document_page,0.007568325645701502
create_google_calendar_event,0.003364400803006882
create_list,-0.07149946197189114
create_subtask,-0.04343643819554712
create_task,0.00044862157688839243
delete_memory,0.014116546952493788
edit_image,-0.09428362075999232
find_similar_assets,-0.0129546339841263
find_stale_tasks,-0.0440296315480386
follow_up_cursor_agent,0.022881870969951878
generate_image,-0.1483368746124164
generate_project_summary,0.0658327091600085
generate_project_update,0.009435698145102145
generate_stand_up,-0.0008830570104179756
get_cursor_agent,-0.012164014014352893
gmail_create_draft,-0.010967230291006035
gmail_fetch_drafts,-0.00867228082371929
launch_cursor_agent,-0.011538900623022192
list_available_calendars,0.12716659222664126
load_assets,0.06797846715127465
load_custom_fields,-0.030696834467304052
load_web_pages,-0.02106386033493951
manage_personal_priorities,-0.0137092562079085
move_task_to_list,0.012818037596091033
post_chat_message,-0.15452436748643755
post_reply,-0.6615855524208837
post_slack_message,-0.004994222077629812
post_task_comment,-0.08572196454491664
read_memory,0.11402308639396068
reflect,-0.14627357804504307
rename_memory,-0.06549826825021882
retrieve_activity,0.07684898224209118
retrieve_chat_messages,-0.03543625526502779
retrieve_personal_priorities,-0.0515774541981741
retrieve_tasks_by_filters,0.13241255157484597
search_clickup_help_center,-0.013252926446641647
search_clickup_support_resources,0.04210664769444285
search_google_calendar,-0.028442774406897606
search_public_web,0.04936947544842006
search_users_and_teams,0.018872622277249246
search_workspace,0.03319188123159824
todo_write,0.31099553996741935
update_chat_message,0.00023908043710385463
update_comment,0.007208617744888234
update_document,0.030459822389189727
update_google_calendar_event,0.018623732643351
update_task,0.014090786736345718
view_tools_catalog,-0.033205887621226546
write_memory,0.07602594786392103
